Product_Name,Actual_price,Sale_price,Review,Rattings,Offer,Camera,Processor,Battery,Memory,Display,Avg_rating
"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",65999,41999,1048,13068,36% off,50MP + 12MP | 10MP Front Camera,Exynos 2400e Processor,4700 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.5
"Samsung Galaxy F16 5G (Glam Green, 128 GB)",17499,11499,309,4683,34% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,4.2
"Apple iPhone 16 Plus (Ultramarine, 128 GB)",89900,79999,171,3067,11% off,48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Chip, 6 Core Processor Processor",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,4.6
"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)",21999,15999,1491,15483,27% off,64MP + 2MP | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,4.4
"Infinix Note 50s 5G+ (Burgundy Red, 128 GB)",21999,15999,1491,15483,27% off,64MP + 2MP | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,4.4
"POCO M7 Pro 5G (Olive Twilight, 128 GB)",18999,12999,1472,17015,31% off,50MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.3
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",17499,11499,309,4683,34% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,4.2
"POCO C71 (Cool Blue, 64 GB)",8999,6399,1080,21407,28% off,32MP Rear Camera | 8MP Front Camera,"Unisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor",5200 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,3.9
"POCO X7 5G (Yellow, 128 GB)",24999,15999,1155,13142,36% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7300 Ultra Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,4.3
hmd 105 Dual Sim,1499,1138,161,1915,24% off,1000 mAh Battery,1 Year Replacement.,SC6531E Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) Display,4.1
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"POCO X7 5G (Cosmic Silver, 128 GB)",24999,15999,1155,13142,36% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7300 Ultra Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,4.3
"IQOO Neo 10R 5G (Raging Blue, 256 GB)",33999,26199,75,1006,22% off,50MP Rear Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6400 mAh Battery,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,4.5
Samsung Guru 1200,1699,786,373,5194,53% off,800 mAh Battery,,NA,4 MB RAM | 10 MB ROM,3.86 cm (1.52 inch) Display,3.1
"IQOO Z10X 5G (Ultramarine, 256 GB)",20499,16800,60,1277,18% off,50MP Rear Camera,1 Year on Handset and 6 Months on Accessories,6500 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,4.3
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"IQOO Z10X 5G (Ultramarine, 128 GB)",18999,15198,60,1277,20% off,50MP Rear Camera,1 Year on Handset and 6 Months on Accessories,6500 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.3
"Tecno Pova 6 Neo 5G (Midnight Shadow, 128 GB)",15999,11999,202,3544,25% off,108MP Rear Camera | 8MP Front Camera,Dimensity 6300 5G Processor,5000 mAh Battery,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,4.3
"CMF by Nothing Phone 2 Pro (White, 256 GB)",24999,20999,1311,15881,16% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)",59999,35999,1048,13068,40% off,50MP + 12MP | 10MP Front Camera,Exynos 2400e Processor,4700 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.5
"CMF by Nothing Phone 2 Pro (Black, 256 GB)",24999,20999,1311,15881,16% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"Samsung Galaxy S24 FE 5G (Graphite, 256 GB)",65999,41999,1048,13068,36% off,50MP + 12MP | 10MP Front Camera,Exynos 2400e Processor,4700 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.5
"OnePlus Nord CE4 lite 5G (SUPER SILVER, 128 GB)",20999,16992,1235,25654,19% off,50MP Rear Camera,1 year,5500 mAh Battery,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,4.4
"IQOO Z10X 5G (Titanium, 128 GB)",18999,15399,60,1277,18% off,50MP Rear Camera,1 Year Warranty on Handset and 6 Months Warranty on Accessories,6500 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.3
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",13999,8699,1186,17444,37% off,50MP + 2MP | 8MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,4.1
"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)",31999,25999,187,2419,18% off,50MP + 50MP + 10MP | 50MP Front Camera,Dimensity 7400 Processor,5500 mAh Battery,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,4.3
"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)",19999,14999,86,1276,25% off,64MP + 2MP | 13MP Front Camera,Dimensity 7300 Ultimate Processor,5500 mAh Battery,6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,4.4
"OPPO F27 Pro+ (Dusk Pink, 256 GB)",34999,20749,308,6960,40% off,64MP + 2MP | 8MP Front Camera,Dimensity 7050 Processor,5000 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
"OPPO F27 Pro+ (Midnight Navy, 256 GB)",34999,20749,308,6960,40% off,64MP + 2MP | 8MP Front Camera,Dimensity 7050 Processor,5000 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
"Apple iPhone 16 Plus (White, 128 GB)",89900,79999,171,3067,11% off,48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Chip, 6 Core Processor Processor",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,4.6
"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",119900,107900,127,2531,10% off,48MP + 48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Pro Chip, 6 Core Processor Processor",128 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,4.6
"Infinix GT 30 Pro 5G+ (Blade White, 256 GB)",31999,24999,72,931,21% off,108MP + 8MP | 13MP Front Camera,Dimensity 8350 Ultimate Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,4.4
"Apple iPhone 16 Pro (Black Titanium, 256 GB)",129900,117900,127,2531,9% off,48MP + 48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Pro Chip, 6 Core Processor Processor",256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,4.6
"Infinix GT 30 Pro 5G+ (Blade White, 256 GB)",34999,26999,58,656,22% off,108MP + 8MP | 13MP Front Camera,Dimensity 8350 Ultimate Processor,5500 mAh Battery,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,4.4
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)",134999,80499,353,4020,40% off,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,Snapdragon 8 Gen 3 Processor,5000 mAh Battery,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,4.6
"POCO F7 5G (Frost White, 256 GB)",35999,31999,713,5929,11% off,50MP Rear Camera | 20MP Front Camera,8s Gen 4 Processor,7550 mAh Li-Polymer + Silicon Carbon Battery,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,4.4
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"Google Pixel 9 (Obsidian, 256 GB)",79999,64999,316,3198,18% off,50MP + 48MP | 10.5MP Front Camera,Google Tensor G4 Processor,4700 mAh Battery,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Display,4.5
